dataverse,article,date,year,journal
THE_REVIEW,Individual State Legislator Shor-McCarty Ideology Data,19/05/2013,2013,apsr
THE_REVIEW,Replication data for: Crossing the Line: Local Ethnic Geography and Voting in Ghana,14/05/2013,2013,apsr
THE_REVIEW,Replication data for: The Influence of Federal Spending on Presidential Elections,30/04/2013,2013,apsr
THE_REVIEW,"Replication data for: ""Economic versus Cultural Differences: Forms of Ethnic Diversity and Public Goods Provision.""",21/03/2012,2012,apsr
THE_REVIEW,Replication data for: Ideological Mapping of American Legislatures,30/01/2012,2012,apsr
THE_REVIEW,Replication data for: Unpacking the Black Box of Causality: Learning about Causal Mechanisms from Experimental and Observational Studies,19/08/2011,2011,apsr
THE_REVIEW,Replication data for: Shaping Democratic Practice (APSR),05/06/2011,2011,apsr
THE_REVIEW,"Replication data for: The Political Economy of IMF Lending in Africa. American Political Science Review, 2004",18/04/2011,2011,apsr
THE_REVIEW,Replication data for: The Strategic Timing of Position Taking in Congress: A Study of the North American Free Trade Agreement,09/02/2011,2011,apsr
THE_REVIEW,"Replication data for: Ethnicity, Insurgency, and Civil War by Fearon and Laitin",21/01/2011,2011,apsr
THE_REVIEW,"Replication data for: ""Building Strategic Capacity"" American Political Science Review 2010",13/01/2011,2011,apsr
THE_REVIEW,"Complete Reichstag Election Dispute Dataset, 1871-1914",05/12/2010,2010,apsr
THE_REVIEW,"Ashley Anderson and Andrea Hill's Comments on ""Oil, Islam, and Women""",28/04/2010,2010,apsr
THE_REVIEW,"Replication data for: Oil, Islam, and Women",22/02/2010,2010,apsr
THE_REVIEW,Replication data for: The Constraining Power of International Treaties: Theory and Methods,22/06/2009,2009,apsr
THE_REVIEW,Replication data for: Assessing the Dyadic Nature of the Democratic Peace,20/01/2009,2009,apsr
THE_REVIEW,Replication data for: Civil Wars Kill and Maim People—Long After the Shooting Stops,20/01/2009,2009,apsr
THE_REVIEW,Replication data for: Extended Deterrence and the Outbreak of War,20/01/2009,2009,apsr
THE_REVIEW,Replication data for: The Political Response to Black Insurgency: A Critical Test of Competing Theories of the State,20/01/2009,2009,apsr
THE_REVIEW,Replication data for: The Statistical Analysis of Roll Call Voting: A Unified Approach,20/01/2009,2009,apsr
THE_REVIEW,"Replication data for: Identifying the Culprit: Democracy, Dictatorship, and Dispute Initiation",15/12/2008,2008,apsr
THE_REVIEW,Replication data for: Issue Fluidity on the U.S. Supreme Court,09/12/2007,2007,apsr
THE_REVIEW,Replication data for: The Globalization of Liberalization: Policy Diffusion in the International Political Economy,27/11/2007,2007,apsr
THE_REVIEW,Replication data for: Powerful Pacifists: Democratic States and War,27/11/2007,2007,apsr
THE_REVIEW,"Replication data for: The Butterfly Did It: The Aberrant Vote for Buchanan in Palm Beach County, Florida",27/11/2007,2007,apsr
THE_REVIEW,Replication data for: Winners or Losers? Democracies in International Crises,27/11/2007,2007,apsr
THE_REVIEW,"Replication data for: The Political Determinants of International Trade: The Major Powers, 1907-90",27/11/2007,2007,apsr
THE_REVIEW,"Replication data for: How does Cabinet Instability affect Political Performance: Credible Commitment, Information, and Health Care Cost Containment in Parliamentary Politics",27/11/2007,2007,apsr
THE_REVIEW,Replication data for: Has Cable Ended the Golden Age of Presidential Television?,27/11/2007,2007,apsr
THE_REVIEW,Replication data for: Speak Softly and Carry a Big Stick? Veterans in the Policy Making Elite and the American Use of Force,27/11/2007,2007,apsr
THE_REVIEW,"Replication data for: Democracy, War Initiation, and Victory",27/11/2007,2007,apsr
THE_REVIEW,"Replication data for: State Lottery Adoptions as Policy Innovations: An Event History Analysis, 1990",27/11/2007,2007,apsr
JOP,How to detect heterogeneity in conjoint experiments,10/08/2023,2023,jop
JOP,Advantage of Backwardness? The Coercive Imbalance Outside Western Europe,02/08/2023,2023,jop
JOP,Rally 'round the barrack: Far-right support and the military,02/08/2023,2023,jop
JOP,Private Participation: How Populists Engage with International Organizations,25/07/2023,2023,jop
JOP,Measuring Political Narratives in African News Media: A Word Embeddings Approach,21/07/2023,2023,jop
JOP,Replication Data for Gender Quota Adoption and the Qualifications of Parliamentarians,17/07/2023,2023,jop
JOP,"Local Politics, Global Consequences: How Structural Imbalance in Domestic Political Networks Affects International Relations,",14/07/2023,2023,jop
JOP,How Do Pocketbook and Distributional Concerns Affect Citizens’ Preferences for Carbon Taxation?,12/07/2023,2023,jop
JOP,"Replication Data for ""News and Public Opinion: Which Comes First?""",12/07/2023,2023,jop
JOP,The Economic Effects of Leaders' Economic Interests: Evidence from Election by Lot in the Florentine Republic,10/07/2023,2023,jop
JOP,Replication Data for Higher Education and Cultural Liberalism,05/07/2023,2023,jop
JOP,Women’s Political Representation in African Rebel Parties,05/07/2023,2023,jop
JOP,Belief in COVID-19 Misinformation in Nigeria,24/06/2023,2023,jop
JOP,"Facing Voters: Gender Expression, Gender Stereotypes, and Vote Choice",12/06/2023,2023,jop
JOP,Parochial Altruism in Civil Society Leaders: Legacies of Contested Governance,08/06/2023,2023,jop
JOP,Out-group Threat and Xenophobic Hate Crimes: Evidence of Local Intergroup Conflict Dynamics between Immigrants and Natives,07/06/2023,2023,jop
JOP,"Replication Data to ""Strategic Communication in Dictatorships: Performance, Patriotism, and Intimidation""",02/06/2023,2023,jop
JOP,Destruction from Above: Long-Term Legacies of the Tokyo Air Raids,01/06/2023,2023,jop
JOP,Military Attitudes on the Chemical Weapons Taboo: Evidence from the Pacific Theater,31/05/2023,2023,jop
JOP,Comparative vote switching,25/05/2023,2023,jop
JOP,“How Distributional Conflict over In-Kind Benefits Generates Support for Far-right Parties,24/05/2023,2023,jop
JOP,Who Do You Trust? Institutions that Constrain Leaders Help People Prevent Disaster,24/05/2023,2023,jop
JOP,Measuring Perceived Skin Color: Spillover Effects and Likert-type Scales,24/05/2023,2023,jop
JOP,"Subsidies for Sale: Post-government Career Concerns, Revolving-door Channels, and Public Resource Misallocation in China",18/05/2023,2023,jop
JOP,Fighting for Peace? The Direct and Indirect Effects of Women’s Participation in Rebel Groups on Peace Negotiations,09/05/2023,2023,jop
JOP,Affluence and Congruence: Unequal Representation Around the World,08/05/2023,2023,jop
JOP,Political Geography and Firm Strategies: How Electoral Competition Influences Local Job Creation,08/05/2023,2023,jop
JOP,Borrowing to Self-Insure? Credit Access and Support for Welfare,01/05/2023,2023,jop
JOP,"Signaling Race, Ethnicity, and Gender with Names: Challenges and Recommendations",28/04/2023,2023,jop
JOP,Does job insecurity shape policy preferences? An experimental manipulation of labor market risk.,28/04/2023,2023,jop
JOP,How to Stop Contagion: Applying Network Science to Evaluate the Effectiveness of Covid-19 Vaccine Distribution Plans,13/04/2023,2023,jop
JOP,"Strengthening the Party, Weakening the Women: Unforeseen Consequences of Strengthening Institutions",12/04/2023,2023,jop
JOP,The persistent electoral effects of large-scale infrastructure policies: Evidence from a rural electrification scheme in Brazil,04/04/2023,2023,jop
JOP,"""The Wars of Others: The Effect of the Russian Invasion of Ukraine on Spanish Nationalism""",03/04/2023,2023,jop
JOP,Are Politicians Biased Against Ethnic Minority Candidates? Experimental Evidence from Norway,10/03/2023,2023,jop
JOP,Third Party Presence & the Political Salience of Ethnicity in Survey Data,08/03/2023,2023,jop
JOP,Playing to the Audience: Responses to Violations of International Order,08/03/2023,2023,jop
JOP,How Do We Know What We Know? Learning from Monte Carlo Simulations,01/03/2023,2023,jop
JOP,Assessing the Structure of Policy Preferences: A Hard Test of the Low Dimensionality Hypothesis,26/02/2023,2023,jop
JOP,Changing the Dialogue: Descriptive Candidacies & Position Taking in Campaigns for the U.S. House of Representatives,26/02/2023,2023,jop
JOP,"Replication Data for ""Enfranchisement and Representation: Evidence from the Introduction of Quasi-Universal Suffrage in Italy""",21/02/2023,2023,jop
JOP,Winning or Losing Hearts and Minds? Evidence from Afghanistan on how Leadership Decapitation affects Civilian Perceptions of Government Efficacy,20/02/2023,2023,jop
JOP,"""Jobs and Political Participation - Evidence from a Field Experiment in Ethiopia""",20/02/2023,2023,jop
JOP,The Effects of Racial Diversity in Citizen Decision-Making Bodies,17/02/2023,2023,jop
JOP,The Political Geography of the Gender Gap,16/02/2023,2023,jop
JOP,"Ethnic Inequality, Democratic Transitions, and Democratic Breakdowns : Investigating an Asymmetrical Relationship",09/02/2023,2023,jop
JOP,"Replication Data for ""Race to the Top: How Competition for Political Power Affects Participation""",02/02/2023,2023,jop
JOP,Political Misinformation and Factual Corrections on the Facebook News Feed: Experimental Evidence,02/02/2023,2023,jop
JOP,Domestic Polarization and International Rivalry: How Adversaries Respond to America's Partisan Politics,01/02/2023,2023,jop
JOP,Media Measurement Matters: Estimating the Persuasive Effects of Partisan Media with Survey and Behavioral Data,26/01/2023,2023,jop
JOP,Building the Party on the Ground: The Role of Access to Public Office for Party Growth,20/01/2023,2023,jop
JOP,Natural Disasters and Green Party Support,18/01/2023,2023,jop
JOP,"""Bilateral or Multilateral? International Financial Flows and the Dirty-Work Hypothesis""",17/01/2023,2023,jop
JOP,Does Land Quality Increase the Power of Traditional Leaders in Contemporary Africa?,13/01/2023,2023,jop
JOP,"Leader Hawkishness, Political Survival, and Interstate Crises",10/01/2023,2023,jop
JOP,The PhD Pipeline Initiative Works: Evidence from a Randomized Intervention to Help Under-Represented Students Prepare for PhDs in Political Science,03/01/2023,2023,jop
JOP,The Impact of Educational Content on Anti-Immigrant Attitudes,03/01/2023,2023,jop
JOP,Where’s the Party in Social Construction Theory?: Partisan Mappings of Politically Relevant Target Groups,03/01/2023,2023,jop
JOP,The Revolving Door and Regulatory Enforcement: Firm-level Evidence on Tax Rates and Tax Audits,03/01/2023,2023,jop
JOP,The Surprising Stability of Asian Americans’ and Latinos’ Partisan Identities in the Early Trump Era,03/01/2023,2023,jop
JOP,Comparing ‘responsible party government’ in the US and the UK,21/12/2022,2022,jop
JOP,Do Indirect Taxes Bite? How Hiding Taxes Erases Accountability Demands from Citizens,21/12/2022,2022,jop
JOP,"""Gradual Franchise Extensions and Government Spending in Nineteenth-Century England""",16/12/2022,2022,jop
JOP,Managing the Costs of Backing Down: A “Mirror Experiment” on Reputations and Audience Costs in a Real-World Conflict,13/12/2022,2022,jop
JOP,The Filibuster and Legislative Discussion,13/12/2022,2022,jop
JOP,When Do Campaign Donors Reject Extremists? Evidence from the U.S. Foreclosure Crisis,09/12/2022,2022,jop
JOP,"Framing Police Violence: Repression, Reform, and the Power of History in Chile",09/12/2022,2022,jop
JOP,The Effects of Independent Local Radio on Tanzanian Public Opinion: Evidence from a Planned Natural Experiment,09/12/2022,2022,jop
JOP,From Low-Cost Flights to the Ballot Box: How Eastern European Migration Shaped Far-Right Voting in London,07/12/2022,2022,jop
JOP,"Social Norm Change, Political Symbols, and Expression of Stigmatized Preferences",07/12/2022,2022,jop
JOP,Wait and see? Public Opinion Dynamics after Terrorist Attacks,24/11/2022,2022,jop
JOP,Defund My Police? The Effect of George Floyd's Murder on Support for Local Police Budgets,15/11/2022,2022,jop
JOP,Foreignness as an Asset: European Carbon Regulation and the Relocation Threat among Multinational Firms,15/11/2022,2022,jop
JOP,The Political Price of Authoritarian Control: Evidence from Francoist Land Settlements in Spain,14/11/2022,2022,jop
JOP,Schools of Thought: Leader Education and Policy Outcomes,12/11/2022,2022,jop
JOP,Women who win but do not rule. The effect of gender in the formation of governments,10/11/2022,2022,jop
JOP,"""Because He is Gay"": How Race, Gender, and Sexuality Shape Perceptions of Judicial Fairness",09/11/2022,2022,jop
JOP,Replication Data for Do local economic benefits of asylum seekers lead to more support for local refugee intake?,08/11/2022,2022,jop
JOP,The Effect of Firm Lobbying on High-Skilled Visa Adjudication,08/11/2022,2022,jop
JOP,"Making the bourgeoisie? Values, voice, and state-provided homeownership",07/11/2022,2022,jop
JOP,A Diffusion Network Event History Estimator,31/10/2022,2022,jop
JOP,Replication Data for From Investiture to Worms: European Development and the Rise of Political Authority,29/10/2022,2022,jop
JOP,“From ‘Is it unconfounded?’ to ‘How much confounding would it take?’: Applying the sensitivity-based approach to assess causes of support for peace in Colombia”,28/10/2022,2022,jop
JOP,Replication Data for Proportional Immigration Enforcement,28/10/2022,2022,jop
JOP,Perspective Taking Through Partisan Eyes,23/10/2022,2022,jop
JOP,Majority Minority Districts as Opportunities for Latina and Latino Representation,23/10/2022,2022,jop
JOP,Bargain Down or Shop Around? Outside Options and IMF Conditionality,20/10/2022,2022,jop
JOP,Trade as Villain: Belief in the American Dream and Declining Support for Globalization,18/10/2022,2022,jop
JOP,Strategically Ambiguous Identities: Evidence from Evangelical Clergy in Brazilian Elections,14/10/2022,2022,jop
JOP,Pork versus Policy: Experimental Evidence on Majoritarian Bargaining with Real-World Consequences,11/10/2022,2022,jop
JOP,Loyalty or Accountability? Public Attitudes to Holding Soldiers Accountable for the Murder and Abuse of Civilians,11/10/2022,2022,jop
JOP,Do political preferences affect policy learning and uptake? Evidence from a field experiment with informal entrepreneurs,10/10/2022,2022,jop
JOP,Extremists Not on Board: Labor market costs to radical behavior in elected office,07/10/2022,2022,jop
JOP,Committee Decision-Making under the Threat of Leaks,07/10/2022,2022,jop
JOP,The Supply--Equity Trade-off: The Effect of Spatial Representation on the Local Housing Supply,06/10/2022,2022,jop
JOP,Replication Data for Democratic Integration of Former Insurgents: Evidence from a Civic Inclusion Campaign in Colombia,04/10/2022,2022,jop
JOP,Larger Legislatures and the Cost of Political Brokerage: Evidence from Brazil,22/09/2022,2022,jop
JOP,Place-Based Campaigning: The Political Impact of Real Grassroots Mobilization,21/09/2022,2022,jop
JOP,Evaluating Escalation: Conceptualizing Escalation in an Era of Emerging Military Technologies,14/09/2022,2022,jop
JOP,Control and Fairness: What determines elected local leaders' support for hosting refugees in their community?,13/09/2022,2022,jop
